Stock,Comment,Commented By,Timestamp,Translated_Text,Sentiment_Score,Sentiment_Label
Tata Chemicals,just  wait  and  watch  the  upcoming  never  seen  before  show  by  tatachem.,ani0008,2025-03-10 21:25:00,Just weight and watch the upcoming Never Scene Bifour Show Bay Tatchan.,0.0,Neutral
Tata Chemicals,TataChemicals  minimum  appreciate  15  to  20  percent  on  Monday  trading.,ramnath_64,2025-03-10 21:24:00,Tattakemicals minimum apprisite 15 and 20 percent trading.,0.4019,Positive
Tata Chemicals,Modis  vision  30  trillion  dollar  economy  will  be  fulffiled  only  if  tata  sons  ipo  like  listing  to  be  done.  There  will  not  be  not  be  any  alternative  for  tata  sons.  There  will  be  tata  sons  ipo.  No  relaxation  for  any  comoany  for  violation  of  rules.,Double_gandhi,2025-03-10 20:02:00,Modis Vision 30 Trillion Dollar Economy Will Be Fulfled Only if Tata Sons iPo Like Listing to be done.  There will not be not be any alternative for tata sons.  There will be tata sons iPo.  No Relaxation for Any Comoany for Violation of Rules.,0.3612,Positive
Tata Chemicals,Tata  Chemicals  ki  hidden  value  ka  malum  iske  pehle  kisi  ko  nahi  tha  lekin  jaise  hi  Spark  capital  ki  valuation  report  ayi  Tata  Sons  IPO  ko  le  ke  tabhi  achanak  sab  kudd  pade.  Ab  agar  Tata  Sons  IPO  nahi  laya  toh  firse  Tata  Chemicals  ke  fundamental  khatam  ho  jayega,Allwaysinswag_1981,2025-03-10 19:48:00,Tata Chemicals Ki Hidden Value Ka Malum iske pehle kisi ko nahi tha lekin jaise hi spark capital ki Valuation report ayi tata sons iPo ko le ke tabhi achanak sab kudd pade.  Ab agar tata sons iPo nahi laya toh fires tata chemicals ke fundamental khatam ho jayega,0.5106,Positive
Tata Chemicals,people  posting  whatever  the  feel  like  .  If  this  company  is  not  from  Tata  group  the  share  price  will  not  be  this  much  and  if  no  tata  son  Ipo  then  also  it  may  not  fall  substantially  irrespective  profit  and  loss  .  Small  investors  are  being  cheated  on  this  high  share  price.  Wish  share  price  fall  substantially  to  make  it  incline  with  sales  and  profit,sribha,2025-03-10 19:48:00,People Posting Whatever the feel like.  If this company is not from tata group the share price will not be this time and if no tata son iPo then  Small Investors are Being Cheated on This High Share Price.  Wish Share Price Fall Substantily to Make It Incline With Sales and Profit,0.854,Positive
Tata Chemicals,there  years  is  the  time  fame  and  so  expected  by  Sep  2025,kamal20,2025-03-10 18:46:00,There Years this Time Fame and So So Extempted Bay Sep 2025,0.4404,Positive
Tata Chemicals,"Among  the  potential  courses  of  action  under  consideration  by  Tata  Sons,  there  is  contemplation  regarding  the  possibility  of  hiving  off  Tata  Capital  to  ensure  compliance.",kamal20,2025-03-10 18:46:00,"Among the potential courses of Action under consider by tata sons, there is contemplation Regarding The Possibility of Hiving Off Tata Capital to ENSURE COMPLIANCE.",0.3818,Positive
Tata Chemicals,Tata  Sons  is  considering  various  avenues  to  adhere  to  the  Reserve  Bank  of  Indias  (RBI)  mandates  regarding  upper-tier  Non-Banking  Financial  Companies  (NBFCs).,kamal20,2025-03-10 18:45:00,Tata Sons is Considering Various Avenues to Adhere to the Reserve Bank of India (RBI) Mandates Regarding Upper-Tier Non-Banking Financial Companies (NBFCS).,0.0,Neutral
Tata Chemicals,Tata  group  of  stocks  will  be  on  roll  from  tomorrow  onwards  with  Tata  chemicals  leading  the  rally.  Market  sentiments  are  strong  for  Tatas  at  the  moment.  Semi  conductor  plant  establishment  is  one  of  the  greatest  feat  and  looks  directly  to  challenge  the  dominance  of  china  and  Taiwan  in  the  semiconductor  chip  industry,DMJF,2025-03-10 18:34:00,Tata Group of Stocks will be on Roll from Tomorrow Onwards with Tata Chemicals Leading The Rally.  Market Sentiments are strong for tatas at the moment.  Semi Conductor Plant Establishment is one of the greenst feat and looks directly to challenge the dominance of china and taiwan in the semiconductor chip industry,0.8625,Positive
Tata Chemicals,"Semi  conductor  plant  by  Tatas  to  open  shortly  and  may  possibly  be  inaugurated  by  PM  Modi.  Sources  TOI.
If  this  happens  then  Tata  chemicals  will  be  in  focus  too  because  soda  ash  will  be  required  in  huge  quantities  and  big  orders  expected.  On  top  of  these  IPO  is  now  imminent  as  funds  will  be  required  to  support.  Cheers  to  all  long  term  investors.",DMJF,2025-03-10 18:31:00,"Semi Conductor Plant by Tatas to Open Shortly and May Possibly Be Inaugurated by PM Modi.  Sources toi.
If this Haappens then Tata Chemicals will be in Focus too because soda ash will be required in huge quantities and big orders expected.  On top of these iPo is now Imminent as funds will be required to support.  Cheers to all long term investors.",0.836,Positive
Tata Chemicals,"After  almost  3  long  years,  there  is  a  big  breakout  with  huge  volumes.  The  up  trend  will  continue  as  there  is  a  strong  possibility  of  some  good  news  backing  this  breakout.  Cheers  to  all  long  term  investors",DMJF,2025-03-10 18:18:00,"After almost 3 long years, there is a big breakout with huge volumes.  The up trend will continue as there is a strong passibility of some good news backing this breakout.  Cheers to all long term investors",0.8934,Positive
Tata Chemicals,"Tata  Sons  have  no  option  other  than  listing  5%,  value  of  which  is  Rs.  55,000  Cr.  If  RBI  gives  them  an  exit  rope  to  escape  on  technalities,  there  are  15  listed  NBFC-UL  which  are  bound  to  revolt  asking  RBI  for  concessions  including  Mahindra  Finance,  Bajaj  Finance  etc.  RBI  cant  afford  two  separate  rules.",abusaahil,2025-03-10 17:47:00,"Tata Sons has no option other than listing 5%, value of which is Rs.  55,000 Cr.  If RBI Gives Them An Exit Rope to Escape on Technalities, There are 15 listed nbfc -ul which are bound to revolt asking RBI for concepts including Mahindra Finance, Bajaj Finance ETC.  RBI Cant Afford Two Separate Rules.",0.2263,Positive
Tata Chemicals,Tatas  are  not  going  to  list  Sons  IPO  anytime  soon.  Forget  it.  They  have  already  started  to  search  alternatives  to  get  exemptions  from  RBI.  They  have  all  means  to  payoff  the  Rs  20000  Crores  debts  to  avoid  listing  process.,Raj1961,2025-03-10 17:44:00,Tatas are not going to list sons iPo Anytime Soon.  Forget it.  They have already started to search alternatives to get exemptions from RBI.  They have all means to payoff the rs 20000 years debts to avoid listing process.,-0.4767,Negative
Tata Chemicals,"EFTA  trade  deal  signed  with  swiss,  Norway  and  key  exports  to  EFTA  countries  include  organic  and  inorganic  chemicals,  drugs  and  pharmaceuticals,  gems  and   positive  for  chemical  Industry",masti02,2025-03-10 17:42:00,"Efta Trade Deal Signed With Swiss, Norway and Key Exports to EFTA Countries Include Organic and Inorganic Chemicals, Drugs and Pharmaceuticals, GEMS and Positive for Chemical Industry",0.5574,Positive
Tata Chemicals,Strong  speculation  that  Tata  Sons  will  get  listed...  -  Market  expert  shares  best  way  to  play  the  Tata  IPO  from  latest  article  ET  NOW,Rony677,2025-03-10 16:40:00,Strong Speculations that Tata Sons Will Gate Listed ... - Market Expert Shares Best Way To Play Tata IPO from Latest Article It Now,0.9022,Positive
Tata Chemicals,"Lets  see  gaks  ,  tomorrow  result  will  out  of  our  doubt",Allwaysinswag_1981,2025-03-10 16:38:00,"Latus C Gakus, Tumaro Result will out of our dout",-0.3612,Negative
Tata Chemicals,Also  still  there  are  no  comments  from  either   can  clearly  say  we  will  go  for  debt  rejig  and  be  out  of   they  have  declined  to   be  they  want  people  to  short  and  then  raise  the  price.  we  can  only  assume  game  of  these  big  players.,gaks221,2025-03-10 16:30:00,Also still there are no comments from eater can clearly say we will go for debt rejig and be out of them have declined to be they want people to short and then raise the price.  We can only assume game of these big players.,-0.1779,Negative
Tata Chemicals,today  economic  times  news  after  2years  long  time  tatachemical  technically  breakout.  at  1480/_  small  resistance  than  for  medium  term  target  is  1800  stop-loss  1150/_.  my  view  is  after  raising  of  2days  them  ipo  news  added  then  power  hotels  motors  raised.,PENNIKA,2025-03-10 16:02:00,Today Economic Times News after 2years long time tatachemical technically breakout.  at 1480/_ Small Resistance Than for Medium Tarm Tarm Tarm Tarm Tarm Tarm Tarm Tarm Tarm Tarm 1150/_.  My view is after Raising of 2Days Them Ipo News Added then Power Hotels Motors Raised.,0.0,Neutral
Tata Chemicals,"1500  level  will  come  but  only  after  1100.  Halwa  hai  kya  !!!  Jaise  chaho  uthado  !!!  29  feb  ko  jab  new  52  week  low  banaya  tha  tab  iska  fundamental,  ipo  mein  hisedari  tel  lene  gai  thi  kya  !!!  Ab  jab  IPO  ko  le  ke  confusion  wali  news  ayi  hai  sab  bulls  ko  iske  fundamentals  dikh  rahe  hai.  Iska  fundamental  ye  hai  ki  jab  market  new  high  bana  raha  tha,  Tata  Chemicals  apne  low  par  tha.  Ye  toh  brokerage  houses  ki  daya  hai  ki  40  percent  up  hua.  Ab  20  percent  giregaa.",Allwaysinswag_1981,2025-03-10 16:00:00,"1500 Level will come but only after 1100. Halwa hai kya !!!  Jaise chaho uthado !!!  29 Feb Ko Jab New 52 Week Low Banaya Tha Tab Iska Fundamental, iPo Mein Hisery Tel Lene Gai Thi Kya !!!  Ab jab iPo ko le ke confusion wali news ayi hai sab bulls ko iske fundamentals dikh rahe hai.  Iska Fundamental Ye Hai Ki Jab Market New High Bana Raha Tha, Tata Chemicals APNE Low Par Tha.  Ye Toh Brokerage Houses Ki Daya Hai Ki 40 Percent Up Hua.  AB 20 percent giregaa.",-0.8507,Negative
Tata Chemicals,I  am  happy  if  it  falls...  time  to  accumulate  for  investors,contaview,2025-03-10 15:49:00,Shri Am Happy Fals Fals ... Time to Investors,0.5719,Positive
Tata Chemicals,Also  futures  are  trading  at  a  discount  which  means  shorts  are  created  with  huge  quantities  so  its  all  going  to  be  a  suspense  of  what  will  happen  tomorrow,gaks221,2025-03-10 15:24:00,Also futures are trading at a discount which means shorts,0.5106,Positive
Tata Chemicals,limited  upside  for  tomorrow  n  limited  down  side  due  to  f  n  o  ban  from  tomorrow.,jagdish542,2025-03-10 15:20:00,"Ltd. subcide for tumors limited down side payable, then you are the film.",-0.7506,Negative
Tata Chemicals,Those  who  are  thinking  it  will  come  down  on  Monday  may  have  to   the  news  of  no  IPO  listing  share  would  have  anyways   is  in  F&O  ban  so  high  chances  that  first  it  will  go  till  1500  get  all  shorts  squared  off  and  then  come  down..F&O  ban  can  be  a  trap  for  shorter  and  not  buyers,gaks221,2025-03-10 15:18:00,Thos who are thinking it will come down on monday may have to the news of no iPo Listing Share Would have Anyways is in F & O Ban So High Chances that First It will go till 1500 get all shorts Squaned off and th Down..f & o ban can be a trap for shorter and not boyers,-0.8137,Negative
Tata Chemicals,Shilpa  Medicare  looking  good  above  435  with  SL  at  398.  Keep  the  first  target  at  475  and  the  second  target  at  525,neha_0103,2025-03-10 14:15:00,Shilpa Medicare Looking Good Abowe 435 with Slot 398. Keep the first target,0.4404,Positive
Tata Chemicals,seems  pennika  had  taken  ce  calls  but  whatever  I  think  will  only  consolidate  till  the  final  statement  received  from  Tatas,bapu007,2025-03-10 13:26:00,Calls Buq Buch of the Seams Pennika HD WHATER E Think Will only Consolidate Till the final statement,0.0,Neutral
Tata Chemicals,its  all  shorters  game  f  n  o  players  wants  it  down  they  dont  want  what  company  is   company  finding  way  from  sep2002  but  shorters  highlighted  it  now  to  make  fear,jimcorbet,2025-03-10 12:51:00,Its all shorters game f n o players wants it down,-0.6609,Negative
Tata Chemicals,indi  trade  group  capital  --  tata  chemicals  is  more  preferable  to  play  game  it  is  most  active  .  but  ntpc  is  prefer  than  tata  tata  power.  todays  article.,PENNIKA,2025-03-10 11:46:00,Indi Trade Group Capital - Tata Chemicals is more preferable to play game it is most active.  but ntpc is prefer than tata tata power.  Todays Article.,0.4269,Positive
Tata Chemicals,"Sudip  Bandyopadhyay,  Group  Chairman, Inditrade  Capital,  says  ""there  is  a  strong  speculation  that Tata  Sons will  get  listed  in  the  near  future  and  the  best  way  to  play  that  will  be  probably  through  Tata  Chemicals  that  is  the  conventional  thinking  in  the  market  and  that  led  to  this  kind  of  massive  rise  in  the  share  price  of Tata  Chemicals.",Rony677,2025-03-10 11:42:00,"Sudip Bandyopadhyay, Group Chairman, Inditrade Capital, Says ""There is a strong speculation that tata sons will get listed in the near future and the best way to play that will be probables The conventional thinking in the market and that line to this kind of massive risk in the share price of tata chemicals.",0.9022,Positive
Tata Chemicals,"Hi  Pennika,  couldnt  make  out  what  u  want  to  say,  pls  put  ,  and  .  in  between  words",shyamalb,2025-03-10 11:38:00,"Hee Pennika, Kuldant Make Out What  In Bitveen Words",0.1531,Positive
Tata Chemicals,rbi  strictly  said  ipo  must  by  the  end  of  September  2025  that  is  fact  but  tata  try  to  avoid  is  buzz  no  tata  said.,PENNIKA,2025-03-10 11:28:00,Rabi Strictly Sed IPO Must by and Septmber 2025 That is the fact but Tata Tara Tata Tata Tata Tata Side Tata Side.,-0.6808,Negative
Tata Chemicals,tata  chemical  is  not  only  in  soda  ash  business  it  has  some.speciallity  chemical  basket  also   small  revue  at  present  but  it  can  take  lead  in  ev  battery  manufacturing  and  sodium  iron  space   conductor  business  will  also  lead  some  revenue  add  in  this  gem   keep  holding  its  definitely  not  over  priced  at  1300  even  1500  possible  in  next  week   kachra  stocks  like  gensole  aogachi  appolo  micro  servitech  vmarc  etc  can  run  to  2x  3X  why  cant  tata  chemical  go  50%  up  ?,drsandip74,2025-03-10 11:06:00,Tata chemical is not only in soda Ash business it has some.speciallity chemical basket also small revue at present but it can take in the lead in Ev Battery Manufacturing and Sodium Iron Sodium Ir Business will also lead some revenue add in this gem keep holding its definitely not over priced at 1300 even 1500 posible in next week week kachra stocks like gensole Can Run to 2x 3x Why Cant Tata Chemical Go 50% up?,0.7783,Positive
Tata Chemicals,"Intrinsic  value  without  Tata  sons  IPO  around  2000.  Current  low  share  price  was  due  to  downturn  in  international  soda  ash  price.  Soda  ash  prices  near  bottom  &  will  stabilse  soon.  With  new  added  capacity,  other  than  coming  quarter,  results  will  also  improve.",shivagrwal,2025-03-10 10:40:00,"Intrinsic Value without Tata Sons iPo Around 2000. Current low share price was due to downturn in international soda ash price.  Soda Ash Prices Near Bottom & Will Stabilse Soon.  With new added capacity, other than Coming Quarter, Results will also also improve.",0.6597,Positive
Tata Chemicals,"Chemicals  stock  didnt  participated  in  recent  rallies  due  to  China  dumping.  Tata  chemicals  Increased  only  on  IPO  listing  rumours.  As  this  was  just  a  rumour,  it  will  come  to  its  original  level  of  Rs  900  from  where  it  started.",Raj1961,2025-03-10 09:27:00,"Chemicals Stock Didnt Participated in Recent Rallies due to China Dumping.  Tata Chemicals Increased only on IPO Listing Rumors.  As this was just a rumor, it will come to its original level of Rs 900 from where it starts.",0.2732,Positive
Tata Chemicals,"Very  good  comments,  it  a  buy  for  future  growth,  speculation  and  rumours  set  aside.  Tata  Sons  IPO  would  be  an  add  on.",KK Grover,2025-03-10 09:26:00,"Very good comments, Titra Buy for Future Growth, Speculation and Rampaus  Tata Sons Pool Wauld Ban Aid on.",0.6997,Positive
Tata Chemicals,"Tata  Chemical  book  value  is  around  810  (without  factoring  in  the  huge  appreciation  in  its  investment  portfolio).  Most  chemical  stocks  quote  at  Price  to  Book  of  2  to  5  -  with  higher  multipliers  for  those  in  growth  sectors  like  solar,  batteries  etc.  Tata  Chemical  is  setting  up  India""s  first  gigafactory  for  lithium  batteries  (it  is  already  a  supplier  to  existing  global  EV  battery  manufacturers  -  and  also  solar  glass  manufacturers).  EV  adoption  in  India  is  rising  sharply  -  so  will  be  one  of  the  growth  drivers  in  Tata  group",ValueBuys17,2025-03-10 09:21:00,"Tata Chemical Book Value is Around 810 (without factoring in the huge appreciation in its investment portfolio).  Most Chemical Stocks Quote at Price to Book of 2 to 5 - With Higher Multipliers for that in Growth Sector Like Solar, Batteries etc.  Tata Chemical is setting up India "" India is Rising Sharply - So will be one of the growth drivers in tata group",0.9287,Positive
Tata Chemicals,"Tata  Chemicals  was  quoting  around  1020-1050  before  short  sellers  started  selling  to  balance  long  positions  elsewhere.  Short  sellers  have  got  trapped  badly  last  week  -  need  the  F&O  ban  to  exit  their  positions  -  Fundamentally,  Tata  Chemicals  is  a  far  better  buy  on  Tata  Group  than  Tata  Investments  which  currently  is  over-priced  at  9750  vs  a  book  value  of  3900.",MBagger1,2025-03-10 09:07:00,"Tata Chemicals was quoting Around 1020-1050 Before Short Sellers Started Selling to Balance Long Positions Elsewhere.  Short sellers have got trapped badly last week - Need the f & o ban to exit their positions - Fundamentally, tata chemicals is a far better on Tata Group Than Tata Group Than Tata Investments which is Over-priced at 9750 vs a book value of 3900.",-0.7003,Negative
Tata Chemicals,because  of  ipo  episode  we  know  about  its  market  capital  additionally   this  jump  is  reasonable.  ipo  news  also  is  not  a  gamble  it  is  fact  .  but  may  be  hold  some   is  gapup  open  on  Monday  no   profit  booking  is  done  may  correct  4  to  5  percent  then  it  will  rise.,PENNIKA,2025-03-10 08:55:00,Because of IPO Episode we know about its market capital additionally this Jump is Reasonable.  IPO news also is not a gamble it is fact.  But may be hold some is gapup open on monday no profit booking is done may correct 4 to 5 percent then it will risk.,0.2617,Positive
Tata Chemicals,surely  it  will  up  upto  1500/_may  be  small  correction,PENNIKA,2025-03-10 08:49:00,Sureli IT Wiloopto 1500/_Mai Bay Small Correction,0.4404,Positive
Tata Chemicals,"Tata  Capital  to  file  draft  IPO  papers  after  NCLT  nod  on  merger  with  Tata  Motors  Fin.

At  this  size,  the  company  is  expected  to  be  valued  at  around  USD  11  billion,  they  said.  The  final  order  is  awaited  from  the  National  Company  Law  Tribunal  NCLT,  which  is  expected  to  be  closed  by  the  end  of  this  financial  year  FY25,  sources  said.

Tata  Sons  is  the  holding  company  of  Tata  Capital,  owning  a  92.83  per  cent  stake.

Tata  Capital  to  file  draft  IPO  papers  after  NCLT  nod  on  merger  with  Tata  Motors  Fin.

At  this  size,  the  company  is  expected  to  be  valued  at  around  USD  11  billion,  they  said.  The  final  order  is  awaited  from  the  National  Company  Law  Tribunal  NCLT,  which  is  expected  to  be  closed  by  the  end  of  this  financial  year  FY25,  sources  said.

Tata  Sons  is  the  holding  company  of  Tata  Capital,  owning  a  92.83  per  cent  stake.

Tata  Capital  to  file  draft  IPO  papers  after  NCLT  nod  on  merger  with  Tata  Motors  Fin.

At  this  size,  the  company  is  expected  to  be  valued  at  around  USD  11  billion,  they  said.  The  final  order  is  awaited  from  the  National  Company  Law  Tribunal  NCLT,  which  is  expected  to  be  closed  by  the  end  of  this  financial  year  FY25,  sources  said.

Tata  Sons  is  the  holding  company  of  Tata  Capital,  owning  a  92.83  per  cent  stake.",kamal20,2025-03-09 22:08:00,"Tata Capital to File Draft IPO Papers after NCLT NOD on Merger with Tata Motors Fin.

At this size, the company is expected to be valied at Around usd 11 billion, they said.  The Final Order is Awaited from the National Company Law Tribunal NCLT, which is expected to be closed by the end of this financial year fy25, sources said.

Tata Sons is the Holding Company of Tata Capital, Owning a 92.83 per cent stake.

Tata Capital to File Draft IPO Papers after NCLT NOD on Merger with Tata Motors Fin.

At this size, the company is expected to be valied at Around usd 11 billion, they said.  The Final Order is Awaited from the National Company Law Tribunal NCLT, which is expected to be closed by the end of this financial year fy25, sources said.

Tata Sons is the Holding Company of Tata Capital, Owning a 92.83 per cent stake.

Tata Capital to File Draft IPO Papers after NCLT NOD on Merger with Tata Motors Fin.

At this size, the company is expected to be valied at Around usd 11 billion, they said.  The Final Order is Awaited from the National Company Law Tribunal NCLT, which is expected to be closed by the end of this financial year fy25, sources said.

Tata Sons is the Holding Company of Tata Capital, Owning a 92.83 per cent stake.",0.8126,Positive
Tata Chemicals,I  think  it  should  open  atleast  15%  down  and  due  to  long  Covering  &  margin  calls  will  drag  down  further  upto  20%  .,Raj1961,2025-03-09 16:25:00,E Think Trut Open Atlest 15% Down and Deve to Long Covering & Margin Calls Will Drag Down Furdar Subto 20%.,-0.2263,Negative
Tata Chemicals,"taken  support,  can  see  a  good  bounce  back  anytime  to  850  above",adarshmm,2025-03-04 11:26:00,"Stare support, can c a good bounce back and 850 abowe",0.6808,Positive
Tata Chemicals,this  is  the  limit  tata  group.  dont  play  with  our  hard  earned  money,Nanjay,2025-03-03 11:48:00,Thirty is this limit Tata Group.  Don't play with our hard aerned money,-0.3476,Negative
Tata Chemicals,It  is  time  that  Tata  chemicals  focuses  on  shareholder  value  rather  than  spending  money  on  expansions...Is  the  management  a  part  of  the  operator  cartel...,shivagrwal,2025-03-03 09:51:00,It is time that tata chemicals focuses on shareholder value rather than spending money on expansions ... is the management a part of the operator cart ...,0.34,Positive
Tata Chemicals,Tata  chemicals  holds  close  to  2.75  percent  in  Tata  sons...May  be  Tata  sons  has  no  money  to  buy  its  own  shares  available  at  deep  discount...,shivagrwal,2025-03-03 09:45:00,Tata Chemicals Holds Close to 2.75 Percent in Tata Sons ... May Be Tata Sons Has Has No Money to Buy Its Own Shares Available at Deep Discount ...,0.0,Neutral
Tata Chemicals,sabse  ghatiya  stock  of  tata  group,nilyaaaa,2025-02-28 11:59:00,Most of the Grand Stock of Tata Group,0.0,Neutral
Tata Chemicals,Fitch  affirms  BBplus  rating  on  Tata  Chemicals  with  Stable  outlook,kamal20,2025-02-27 12:03:00,Fitch Afforms Babpalus Rating Tata Chemicals with Stable Outlook,0.296,Positive
Tata Chemicals,850-860  plus  in  next  2  days  and  onwards  in  march,shivagrwal,2025-02-26 21:01:00,850-860 Plus in Next 2 Days and Onwords in March,0.0,Neutral
Tata Chemicals,"Tata  Sons  boss  N  Chandrasekaran  appointed  as  Ratan  Tata  Endowment  Foundation  Chairman-  Report.

The  Ratan  Tata  Endowment  Foundation  was  founded  as  a  Section  8  company.

As  per  media  reports,  N  Chandrasekaran  will  soon  formalise  the  management  structure  at  Ratan  Tata  Endowment  Foundation.

Tata  Sons  boss  N  Chandrasekaran  appointed  as  Ratan  Tata  Endowment  Foundation  Chairman-  Report.

The  Ratan  Tata  Endowment  Foundation  was  founded  as  a  Section  8  company.

As  per  media  reports,  N  Chandrasekaran  will  soon  formalise  the  management  structure  at  Ratan  Tata  Endowment  Foundation.",kamal20,2025-02-26 18:29:00,"Tata Sons Boss N Chandrasekaran Appointed as Ratan Tata Endowment Foundation Chairman- Report.

The Ratan Tata Endowment Foundation was founded as a section 8 company.

As per media reports, n chandrasekaran will make formalise the management structure at raatan tata endOment foundation.

Tata Sons Boss N Chandrasekaran Appointed as Ratan Tata Endowment Foundation Chairman- Report.

The Ratan Tata Endowment Foundation was founded as a section 8 company.

As per media reports, n chandrasekaran will make formalise the management structure at raatan tata endOment foundation.",0.0,Neutral
Tata Chemicals,shift  to  balaji  amines  instead..promising  at  cmp,sanv,2025-02-25 10:31:00,Shift to Balaji Amines Installed..Micing Company,0.0,Neutral
Tata Chemicals,"tata  capital  board  approves  ipo  of  equity  shares  of  the  company

1  ipo  to  have  a  fresh  issue  of  up  to  23  crore  and  ofs  by  certain  existing  and  eligible  shareholders  of  company

2  to  issue  shares  worth  up  to  rs  1,504  crore  on  a  rights  basis  to  existing  shareholders  of  company

tata  capital  board  approves  ipo  of  equity  shares  of  the  company

1  ipo  to  have  a  fresh  issue  of  up  to  23  crore  and  ofs  by  certain  existing  and  eligible  shareholders  of  company

2  to  issue  shares  worth  up  to  rs  1,504  crore  on  a  rights  basis  to  existing  shareholders  of  company",kamal20,2025-02-25 10:19:00,"Tata Capital Board Approves IPO of Equity Shares of the company

1 iPo to have a fresh issue of up to 23 brore and of of certain existing and eligible shareholders of company

2 to issue shares wort up to Rs 1,504 Crore on a rights basis to existing shareholders of company

Tata Capital Board Approves IPO of Equity Shares of the company

1 iPo to have a fresh issue of up to 23 brore and of of certain existing and eligible shareholders of company

2 to issue shares wort up to Rs 1,504 Crore on a rights basis to existing shareholders of company",0.9674,Positive
Tata Chemicals,a  bad  entry  point  can  ruin  the  returns  of  a  good  company  that  is  yet  to  really  start  firing  too,skslmic,2025-02-23 10:59:00,"After the entry point can Rin was the Returns of a Good Company, this is the really start firing you",-0.7951,Negative
Tata Chemicals,buy  it  below  book  value  now,skslmic,2025-02-21 15:26:00,Bulo Bill Book Value Now,0.34,Positive
Tata Chemicals,If  Tata  chemicals  better  shut  down  all  operations  and  liquidate  all  assets  looks  like  then  only  retail  shareholders  will  get  their  investment...  since  they  are  showing  poor  results  every  quarter..  Poor  market  conditions  cannot  be  an  excuse  for  bad  performance  last  3  years,shivagrwal,2025-02-14 10:50:00,If Tata Chemicals Better Shut Down All Operations and Liquidate all assets looks like then only retail shareholders will get their investment ... Conditions cannot be an excuse for bad performance last 3 years,-0.5889,Negative
Tata Chemicals,all  derivatives  trading  should  be  stopped  for  time  being  since  pressure  on  equity  market  persists.,satchid,2025-02-11 11:44:00,All derivatives Trading Shud Bay Stopd for Time Being Sins Pressure on Equity Market Persists.,-0.4767,Negative
Tata Chemicals,no  hope  loss  only  waste  tata,Nanjay,2025-02-11 10:45:00,No Hop Loss only for only Tata,-0.5267,Negative
Tata Chemicals,"Ratan  Tatas  will  includes  mystery  man,  bequeaths  over  Rs  500  crore  to  him-  Report.

Mohini  Mohan  Dutta  is  an  entrepreneur  in  the  travel  sector  from  Jamshedpur.  He  claims  to  have  known  Tata  for  60  years.

Ratan  Tata  died  at  86  in  Mumbai.",kamal20,2025-02-07 09:03:00,"Ratan Tatas will include mystery man, bequeaths over Rs 500 Crore to Him- Report.

Mohini Mohan Dutta is an entrepreneur in the travel sector from jamShedpur.  He claims to have known tata for 60 years.

Ratan Tata Died at 86 in Mumbai.",-0.7351,Negative
Tata Chemicals,script  must  open  above  940  above  than  can  see  arround  1000  by  this  month  otherwise  this  back  again  900  or  860  level,Lipunu68,2025-02-05 23:28:00,Script Must Open AOOVEV 940 Avaye Than Cain Carrund 1000 B This Month Ootheravis This Beck Again 900 and 860 Laval,0.0,Neutral
Tata Chemicals,"tata  stakeholders  may  opt  for  arbitrator  to  appoint  trustees  for  ratan  tata  endowment  foundation-  report.

the  report  said  the  arbitrator  will  likely  be  a  retired  supreme  court  chief  justice.

the  arbitration  could  set  a  precedent  for  legacy  foundation  governance,  the  report  added.

tata  stakeholders  may  opt  for  arbitrator  to  appoint  trustees  for  ratan  tata  endowment  foundation-  report.

the  report  said  the  arbitrator  will  likely  be  a  retired  supreme  court  chief  justice.

the  arbitration  could  set  a  precedent  for  legacy  foundation  governance,  the  report  added.

tata  stakeholders  may  opt  for  arbitrator  to  appoint  trustees  for  ratan  tata  endowment  foundation-  report.

the  report  said  the  arbitrator  will  likely  be  a  retired  supreme  court  chief  justice.

the  arbitration  could  set  a  precedent  for  legacy  foundation  governance,  the  report  added.",kamal20,2025-02-05 12:53:00,"Tata Stakehlders May Opt for Arbitrator To Appoint Trustes for Ratan Tata Endowment Foundation- Report.

The report said the arbitrator will likely be a retired supreme court chief justice.

The arbitration could set a precedent for legacy foundation governance, the report added.

Tata Stakehlders May Opt for Arbitrator To Appoint Trustes for Ratan Tata Endowment Foundation- Report.

The report said the arbitrator will likely be a retired supreme court chief justice.

The arbitration could set a precedent for legacy foundation governance, the report added.

Tata Stakehlders May Opt for Arbitrator To Appoint Trustes for Ratan Tata Endowment Foundation- Report.

The report said the arbitrator will likely be a retired supreme court chief justice.

The arbitration could set a precedent for legacy foundation governance, the report added.",0.9716,Positive
Tata Chemicals,tata  chemicals  crashed  the  shorters  it  will  hit  960-70  at  the  eod  shorters  never  earn  money  except  loss,subashsingh,2025-02-05 11:58:00,Tata Chemicals Karshed the Shorters IT will hit 960-70,-0.3182,Negative
Tata Chemicals,tata  chemicals  book  value  871.22      today  or  tomorrow  big  up  move  possible  in  tata  chemicals  it  can  hit  or  cross  1000,subashsingh,2025-02-05 10:18:00,Tata Chemicals Book Value 871.22 Today and Tumaro Bigo Move Posible in Tata Chemicals It Cain Interest and Cross 1000,0.34,Positive
Tata Chemicals,Wait  for  800  levels  then  1500.  Good  range  to  accumulate  is  800  to  750,Bannazz,2025-02-05 08:51:00,Weight for 800 levels were 1500. Good range to this 800 to 750,0.4404,Positive
