Stock,Comment,Commented By,Timestamp,Translated_Text,Sentiment_Score,Sentiment_Label
Deepak Nitrite,Deepak  Nitrite  is  surely  buy  buy  buy  very  soon  2536,Visionbright,2025-01-04 11:12:00,Deepak Nitrarat is Sureli Buy Buy Veri Sun 2536,0.4404,Positive
Deepak Nitrite,Q3  numbers  to  coming  in  february,RajatSEN,2025-01-04 07:26:00,3 numbers to come up in fabruri,0.0,Neutral
Deepak Nitrite,Chemicals  stocks  holding  up  well  after  2  years  of  consolidation,RajatSEN,2025-01-04 07:23:00,Chemicals Stocks Holding,0.2732,Positive
Deepak Nitrite,buy  now....2600  by  this  week  and  may  touch  3000  by  this  monthend...  result  month...  buy  buy,nightshade356,2025-01-03 08:15:00,Buy Now .... 2600 Bay This Week and My Touch 3000 B These Moth ... Result Month ... Buy Buy,0.0,Neutral
Deepak Nitrite,going  to  test  2458  then  up  side  movie,divyabanerji,2025-01-02 10:59:00,Going to Test 2458 was the side movie,0.0,Neutral
Deepak Nitrite,going  to  test  52  week  low,amitalk,2025-01-02 10:21:00,Going to Test 52 Week Flame,-0.2732,Negative
Deepak Nitrite,DN  may  be  alarm  yesterday  above  2500  but  if  it  cross  again  2500  then  blind  buy  as  breakout  confirm  and  it  will  move  towards  3000  compay  have  aggressive  expansion  policy  announce  timely,rpower2,2025-01-02 09:37:00,Dn may be alarm yesterday about 2500 but if it cross again 2500 then blind buy as breakout confirm and it will move towards 3000 compaysve out aggressive experts,-0.7311,Negative
Deepak Nitrite,"deepak  nitrite  stock  has  broken  out  from  a  solid  base  that  was  established  between  rs  2,380-1,800  levels  over  the  past  year.  the  breakout,  accompanied  by  substantial  trading  volumes.  additionally,  the  macd  (moving  average  convergence  divergence)  indicator  has  experienced  a  positive  crossover  above  the  zero-line,  signaling  the  presence  of  positive  momentum  in  the  trend.  going  ahead  we  expect  the  prices  to  move  higher  till  the  mark  of  rs  2m720  where  the  stop-loss  must  be  rs  2,390  on  a  daily  closing  basis.",kamal20,2025-01-01 09:50:00,"Deepak Nitrite Stock has broken out from a solid base that was established between Rs 2,380-1,800 levels over the past year.  The breakout, accouncyly by substantial trading volumes.  Additional, the MACD (Moving Average Convergence Divergence) Indicator has experienced a positive crossover Above the zero-line, signaling the presence of positative momentum in the trend.  Going ahead we expect the pris to move Higher Till the Mark of Rs 2M720 where the stop-Loss must be Rs 2,390 on a daily closing basis.",0.7579,Positive
Deepak Nitrite,oh  bearish  penguin.  deepakntr  will  scale  to  2700-2800  whether  you  like  it  or  not  within  february,smonish1992,2024-12-31 09:35:00,Oh Barish Penguin.  Deepakantra Will Scale to 2700-2800 Whheder You Like It and Not Vithin Fabrury,0.3612,Positive
Deepak Nitrite,this  is  a  stock  whose  main  business  is  phenol  and  its  not  reacting  to  phenol  global  price  trend  .......anyways  may  be  market  thinking  that  phenol  prices  have  bottomed  out   pain  in  results  will  continue,ThefabulousPenguin,2024-12-30 11:09:00,This is a stock with with mains business is phenol and its not reacting to phenol global price trend ....... Anyways may be market thinking,-0.5106,Negative
Deepak Nitrite,dn  next  target  is  2680  and  then  after  going  to  all  time  high  above  3000.,Ash99999,2024-12-29 19:30:00,"Dan Next Target is 2680 and Thy After Going, All Time High Above 3000.",0.0,Neutral
Deepak Nitrite,yahan  promoter  khud  stake  bada  kar  fass  gaya  hai   not  falling  just  bcoz  if  it  goes  below  lic  buying  price  they  will  average  it  out.,ThefabulousPenguin,2024-12-28 10:41:00,Here the promoter himself has grown up and not Falling Just Buckz If it Goes Bilo Lich Bing Price They Will Average IT Out.,0.1139,Positive
Deepak Nitrite,"The  stock  of  Deepak  Nitrite  has  successfully  emerged  from  a  substantial  base  ranging  between  Rs  2,380-1,800  levels,  which  formed  over  a  year.  Breaking  out  of  an  Ascending  Triangle  pattern  with  significant  volumes,  the  stock  has  recently  exhibited  a  surge  in  volumes,  indicating  a  prolonged  build-up  in  price.  The  MACD  (moving  average  convergence  divergence)  has  shown  a  positive  crossover  above  the  zero-line,  reflecting  the  presence  of  positive  momentum.  Investors  are  encouraged  to  consider  buying  this  stock  with  a  target  set  at  Rs  2,720,  and  the  suggested  stop-loss  is  at  Rs  2,380  on  a  closing  basis.",kamal20,2024-12-27 11:16:00,"The stock of deepak nitrite has successfully emerged from a substantial base ranging  Breaking out of an ascending Triangle Pattern with Significant Volumes, The Stock has recently exhibited a surge in volumes, indicating a problem-up in price.  The MACD (moving average convergence divergence) has shown a positive crossover Above the zero-line, reflecting the presence of positive love.  Investors are encouraged to consider buying this stock with a target set at Rs 2,720, and the suggested stop-Loss is at Rs 2,380 on a closing base.",0.9382,Positive
Deepak Nitrite,"Deepak  Nitrite  shares  climbed  to  the  highest  closing  level  since  January  21,  2022,  rising  nearly  4  percent  to  Rs  2,472  and  formed  long  bullish  candlestick  pattern  on  the  daily  chart  with  robust  volumes  after  breakout  of  long  horizontal  resistance  trendline  adjoining  multiple  touchpoints.",kamal20,2024-12-27 11:14:00,"Deepak Nitrite Shares Climbed to the Highest Closing Level Since January 21, 2022, Rising Nearly 4 Percent to Rs 2,472 and Formed Long Bullystick Pattern on the Daily Charts Volumes After Breakout of long horizontal resistance trendline adjoining multiple touchpoints.",0.5574,Positive
Deepak Nitrite,"Ronnie  ,  you  will  see  10,000  plus  in  this  scrip  .  Stay  invested",RK0079,2024-12-27 09:51:00,"Cry, U Will C10,000 plus in These scrip.  Stay invested",0.0,Neutral
Deepak Nitrite,deepak  nitrate  and  all  chemical  stocks  in  multi  year  bull  run..  deepak  nitrate  will  cross  8500  to  9000  in  next  3   be  in  rush  to  book  profits..,ronniesethna,2024-12-26 22:16:00,Deepak Nitrate and All Chemical Stocks in Mulli Year Bull Run .. Deepak Nitrate Will Cross 8500 to 9000 in Next 3 Be in Rush to Book Profits ..,0.0,Neutral
Deepak Nitrite,wo  din  gaye  bhai  abhi  stock  ne  breakout  de  diya  hai  2200  jana  mushkil  hai,stock252525,2024-12-26 19:58:00,"Those days Gaya Bhai, the stock has just given a breakout. It is difficult to go 2200.",0.0,Neutral
Deepak Nitrite,"raju2008,  if  4%  down,  we  will  lose.  you  will  celebrate  that?  never  send  to  know  for  whom  the  bell  tolls,  it  tolls  for  thee.",TheGuy,2024-12-26 19:56:00,"Razo 2008, a 4% down, they will lose.  U Will Celebrate?  Never send to Knov for Whom the Bella Tools, IT Tools for.",0.25,Positive
Deepak Nitrite,tomorrow  2700  plus  up  side  movie,divyabanerji,2024-12-26 17:57:00,Tumaro 2700 Plus Side Side Movie,0.0,Neutral
Deepak Nitrite,tmrw  4  %  down  deepak  ntr,raju20089116,2024-12-26 16:46:00,Tamarva 4 % Down Deepakantra,0.0,Neutral
Deepak Nitrite,arey  waah  ye  to  2200  nhi  gaya  abhi  Tak   koi  nhi  waapas  neechay  jaayega  kuch  time  mein,ThefabulousPenguin,2024-12-26 11:43:00,"Oh wow, it has not gone 2200 yet no one will go back down in some time",0.0,Neutral
Deepak Nitrite,"Here  you  go  guys  only  on  Friday  highlight  that  Deepak  Nitrate  going  to  touch  new  52  week  high,  how  would  you  rate  my  BTST  call.",neha_0103,2024-12-26 09:35:00,"Deepak Nitrate Going Under Herre You Go Gyce only on Friday highlight to touch new 52 week, how is the call.",0.34,Positive
Deepak Nitrite,Buy  immediate  target  2600-2725  within  december.,smonish1992,2024-12-26 09:29:00,Buy Imidyat Target 2600-2725 Vithin December.,0.0,Neutral
Deepak Nitrite,tomorrow  big  gap  up.......,divyabanerji,2024-12-23 17:06:00,Tumaro Big Gap Sub .......,0.0,Neutral
Deepak Nitrite,it  going  to  1900  wait  and  watch,Raat2015,2024-12-22 21:51:00,IT Going to 1900 Wet and Watch,0.0,Neutral
Deepak Nitrite,As  today  DN  closed  above  2364   will  move  upward  in  the  upcoming  session  to  2700-2800  levels...,Ash99999,2024-12-22 16:38:00,Was Today Days Closed Abowe 2364 Will Move Upward in the upcoming session and 2700-2800 levels ...,0.0,Neutral
Deepak Nitrite,"Next  stock  to  move  towards  new  52  week  high  is  going  to  be  Deepak  Nitrite,  just  40  rupee  away  and  if  new  52  week  high  is  maintained  n  sustained  another  5%  in  the  near  term.",neha_0103,2024-12-22 15:13:00,"Next Stock to Move Towards New 52 Week High is Going to Be Deepak Nitrite, Just 40 Rupee Away and If New 52 Week High is MainTailed N Sustained Another 5% in the Near Term.",0.0,Neutral
Deepak Nitrite,Buy  cmp  target  2500  tomorrow  gapup……,Rush75,2024-12-22 12:14:00,Buy Kam Target 2500 Tumaro Gaap ……,0.0,Neutral
Deepak Nitrite,Buy  for  3K  plus  Short  Term,JUMP JILANI,2024-12-22 10:44:00,Buy for 3K Plus Short Term,0.0,Neutral
Deepak Nitrite,once  it  cross  2400  only  then  2600  otherwise  no  way,vigneshnagarajan,2024-12-20 22:06:00,Once Cross 2400 only had 2600 Ootheravise No Way,-0.296,Negative
Deepak Nitrite,its  very  difficult  to  trade  in  dn  for  retail  investors  due  to  its  wild  movement  it  can  move  easily  8  10  percentage  in  intraday  which    make  it  highly  risky,rpower2,2024-12-20 17:02:00,Its very different to trade in dn for retail investors due to its wild movement,-0.3582,Negative
Deepak Nitrite,it  will  trade  below  2400  in  current  expiry  its  almost  confirm  today  as  operator  ensure  it  today  that  through  any  positive  news  it  cannot  cross  2400,rpower2,2024-12-20 16:55:00,It will trade below 2400 in current expiry its almost confirm today as operator ensure it today,0.7351,Positive
Deepak Nitrite,today  operator  play  master  stroke  fst  pull  it  up  as  per  positive  news  but  not  cross  2400  and  after  that  trap  all  retail  investors  and  surpisely  down  more  then  three  percentage  means  stock  down  almost  10  percentage  from  day  high  now  almost  zero  percentage  chance  to  get  these  levels  atleast  in  current  expiry,rpower2,2024-12-20 16:53:00,Today Operator Play Master Stroke Now almost zero percentage chance to get these levels atleast in current expiry,0.2857,Positive
Deepak Nitrite,company  have  big  expansion  plans  in  current  year  as  well  as  next  year  sure  shot  3000  plus  levels  positional  target,rpower2,2024-12-20 13:45:00,Company Haave Big Extemption Plans in Current Year Wells,0.5267,Positive
Deepak Nitrite,blind  buying    in    DN,rpower2,2024-12-20 13:37:00,Blind Bing in Day,-0.4019,Negative
Deepak Nitrite,see  all  my  message  and  enjoy  deepak  nitrate  comes  in  negative  now  as  its  tendency  to  trap  investors  on  higher  levels  and  surrender  almost  100  to  120    points,rpower2,2024-12-20 13:36:00,See All My Message and Enjoy Deepak Nitrate Comes in Negative Now as Its Tendency to Trap Investors on Higher Levels and Surrender almost 100 to 120 Points,-0.4215,Negative
Deepak Nitrite,after  ignore  for  intraday  no  view  on  this  stock  yes  positional  super  bullish  but  buying  advise  above  2400  levels  onlyif  u  get  chance  on  those  levels  ha  ha  ha,rpower2,2024-12-20 13:06:00,After Ignore for INTRADAY No View on This Stock Yes Positional Super Bulish But Buying Advise Above 2400 Levels Onlyif U Get Chance on that Levels ha ha ha,0.9144,Positive
Deepak Nitrite,The  stock  closing  above  2380  will  have  a  better  upside  momentum  as  it  can  breakout  of  1  yr  levels  of  chart  I  m  seeing  upside  in  this  stock  ..  it  can  make  2450  by  the  end  of  December  expiry  ..This  is  my  view  ...,The_Loosing_Trader,2024-12-20 12:38:00,The stock closing Above 2380 will have a better upsetum as it can breakout of 1 yr levels of chart i m seeing upside in this stock .. It can make 2450 by the end of the ends,0.4404,Positive
Deepak Nitrite,i  already  comment  to  completely  exit  from  long  position  for  intradday  traders  after  its  correction  from  day  high  as  it  happen  two  times  before  when  operator  trap  retail  investors  on  higher  and  surrender  its  gain  today  also  its  down  from  2393  to  2347  now  better  to  protect  ur  profit  it  may  not  attempt    2400  in  intraday,rpower2,2024-12-20 12:10:00,I already comment to complete exit from long position for intradday traders after its correction from day high as it happen two times before when operator trap retail investors on Higher Gain today also its down from 2393 to 2347 Now better to protect ur profit it may not attempt 2400 in intraday,0.8591,Positive
Deepak Nitrite,intraday  traders  can  exit  from  position  as  its  nature  to  surrender  from  higher  levels  better  to  book  profit  for  intraday  traders    stock  cool  from  2393  to  now  2354  better  to  exit  now,rpower2,2024-12-20 11:36:00,INTRADAY TRARDERS Can Exit from Position as Its Nature to Surrender from Higher Levels Better to Book Profit for Intraday Traders Stock Cool from 2393 to No. 2354 Better to Exit Now,0.875,Positive
Deepak Nitrite,"Foray  into  Hydrogen  supply  ,  now  we  are  talking.  A  big  big  positive  a  d  earning  area  for  DN.  Well  done  MehtaJi  for  this  deal",BigBillionBull,2024-12-20 10:47:00,"Fore Brick Hydrogen Supply, Now Way Hey Talking.  A Big Big Positive and The Earning Area for Dan.  Well do two mehtaji for this deal",0.6908,Positive
Deepak Nitrite,today  may  be  deepak  nitrate  second  attempt  to  cross  2400  levels  again,rpower2,2024-12-20 10:39:00,Today May Bay Deepak Nitrate Second Atemplate to Cross 2400 Levels Again,0.0,Neutral
Deepak Nitrite,"A  wholly-owned  subsidiary  of  Deepak  Nitrite  Limited  announced  that  it  will  supply  propylene  and  hydrogen  to  Petronet  LNG  Limited  (PLL).  The  wholly-owned  subsidiary,  Deepak  Phenolics  Limited,  will  supply  250  kilotons  per  annum  (KTPA)  of  propylene  and  11  KTPA  of  hydrogen  from  its  Petronet  Petrochemical  Project  in  Dahej,  Gujarat,  as  stated  by  Deepak  Nitrate  in  an  exchange  filing.  For  this,  the  boards  of  both  companies  approved  a  binding  term  sheet.  The  arrangement  spans  15  years  from  the  initial  delivery  of  propylene  and  hydrogen.  A  Definitive  Agreement  will  be  formalized  in  due  course,  solidifying  this  strategic  partnership  between  DPL  and  PLL  in  the  realm  of  chemical  off-take.",kamal20,2024-12-20 10:31:00,"A Wholly-Owned Subsidiary of Deepak Nitrite Limited Announced that it will supply propylene and hydrogen to petronet lNG limited (pll).  The Wholly-Owned Subsidiya, Deepak Phenolics Limited, Will Supply 250 Kilotons per Annum (KTPA) of Propylene and 11 KTPA of Hydrogen from its Petronet Petronet Petrochemical Project in Dahej, Guzarat, As stated by Deepak Nitrate in an exchange filing.  For this, the boards of both companies approved a binding term sheet.  The arrangement spans 15 years from the initial delivery of propylene and hydrogen.  A Definitive Agreement will be formalized in due course, solidifying this strategic partnership between dpl and pll in the realm of chemical off-take.",0.3182,Positive
Deepak Nitrite,In  two  three  days  we  will  see  upgrade  target  by  all  brokerage  houses  bullish  on  it  with  target  3000  now  buy  and  hold,rpower2,2024-12-20 10:22:00,In Tvo Three Days Way CE upgrade target by all brokerage houses with Target 3000 Now Buy Buy and Hold,0.0,Neutral
Deepak Nitrite,Ye  2400  touch  krega  aaj,kushwaha_1993,2024-12-20 10:14:00,It will touch 2400 today,0.0,Neutral
Deepak Nitrite,The  arrangement  spans  15  years  from  the  initial  delivery  of  propylene  and  hydrogen.,kamal20,2024-12-20 09:49:00,The arrangements were Spons 15 Years from the Initial delivery of Propilein and Hydrogen.,0.0,Neutral
Deepak Nitrite,Deepak  Nitrate  subsidiary  to  supply  propylene  and  hydrogen  to  Petronet  LNG,kamal20,2024-12-20 09:48:00,Deepak Nitrate Subsidiary then Supply Propilein & Hydrogen to Petret Lung,0.0,Neutral
Deepak Nitrite,till  what  price  should  we  hold  this,girishmak,2024-12-20 09:29:00,Till What Price Shud Way Hold This,0.0,Neutral
Deepak Nitrite,Bhai  logo  bola  tha  na  4-5%  up  jaega...,ritz777,2024-12-20 09:23:00,Brother people said that 4-5% will go ...,0.0,Neutral
Deepak Nitrite,"Buy  as  much  as  possible  in  9:15,  definitely  it  will  cross  2450",Gopi_kanodia,2024-12-20 00:06:00,"Buyas Machas Possible in 9:15, Daphiniteli IT Will Cross 2450",0.4019,Positive
Deepak Nitrite,deepak  nitrite:  co  unit  approves  execution  of  binding  term  sheet  with  petronet  lng  for  offtake  of  250  ktpa  of  propytene  and  11  ktpa  of  hydrogen  from  petronet  petrochemical  project  co  says  contract  period  of  15  years  from  date  of  first  supply,Gujarat9999,2024-12-19 20:44:00,Deepak Nitrite: Co Unit Approves Execution of Binding Term Sheet with Petronet LNG for Offtake of 250 ktpa of propytene and 11 ktpa of hydrogen from petronet petroechemical petrochemical collector of 15 years from date of first supply,0.4019,Positive
Deepak Nitrite,buy  and  hold  for  5-10  years  along  with  srf  for  wealth  creation,Satvikgupta260389,2024-12-19 13:04:00,Buy and Hold for 5-10 Years Along with Surf for Wealth Creation,0.6486,Positive
Deepak Nitrite,any  suggestions.....I  am  trapped  in  call  option  at  higher  level   I  wait  or  book  loss,Dashgadu,2024-12-18 21:11:00,Other Suggestans ..... Shree AM Trapped in Call Options Higher Level Wet and Book Loos,-0.6908,Negative
Deepak Nitrite,stay  focus  on  agriculture  and  chemical  stocks  big  announcement  for  sector  in  vire  of  election  agriculture  stock  will  focus  for  1  week  tata  chemical  deepak  nitrate  and  gnfc,Rathod636,2024-12-17 20:55:00,Stay Focus on Agriculture and Chemical Stocks Big Announcement for Sector in View of Election Agriculture Stock Will Focus For 1 Week Tata Tata Tata Chemicals Deepak Nitrate and GNFC,0.0,Neutral
Deepak Nitrite,same  here  buyed  2400  around  80  and  then  avg  on  low  prices  Monday  gap  down  scenario  is  possible  loss  is  coming,vibhav009,2024-12-16 13:57:00,Shame Herre Bayad 2400 Around 80 and Thyvagin Low Prince Mande Gap Down Cinere,-0.5267,Negative
Deepak Nitrite,break  out  failed  to   much  lower  than  day  high.........  increase  in  open  interest  is  the  only  positive  thing.  may  be  Friday  factor  played.  baught  a  call  at  day  high  and  trapped  at  higher  level.waiting  for  upmove  to  exit.,Dashgadu,2024-12-15 22:54:00,Break out Failed to Much Lower Than Day High ......... Increase in open interest is the only positive thing.  May be Friday Factor Played.  Baught a call at day high and trapped at Higher Level.Waiting for Upmove to Exit.,0.34,Positive
Deepak Nitrite,we  will  see  real  movement  not  today  today  its  over  as  it  bounce  up  to  2400  and  fail  to  cross  it  may  be  on  monday  it  will  cross  2500  also,vagarwal987,2024-12-15 16:05:00,We will see real movement not today its over as it bounce up to 2400 and fail to cross it may be on Monday it will cross 2500 also,-0.5423,Negative
Deepak Nitrite,real  movement  to  come  after  2450.  once  closing  above  that  huge  short  covering  and  bull  run  to  come,marketisright,2024-12-15 13:54:00,Real Movement to after 2450.,0.3182,Positive
Deepak Nitrite,"Initiate  a  short-term  buy  for  DEEPAKNTR  within  the  range  of  2325-2365.  Implement  a  Stop  Loss  at  2310  to  manage  risk,  and  set  a  target  of  2424  for  potential  gains.",mind_games_008,2024-12-15 13:35:00,"Initiate a short-term buy for deepakntr within the range of 2325-2365.  Implement a stop loss at 2310 to manage risk, and set a target of 2424 for potential gains.",-0.4939,Negative
Deepak Nitrite,i  already  mention  high  operators  active  here  so  volatile  only  positional  trader  trade  here  otherwise  burn  ur  hands  hold  for  monday,rpower2,2024-12-15 11:50:00,Shri Alredi Mention High Operators Active Herre So Walletty only Posional Trader Trader Herrevise Buran Hands Hold for Mande,0.4019,Positive
Deepak Nitrite,we  will  see  real  movement  not  today  today  its  over  as  it  bounce  up  to  2400  and  fail  to  cross  it  may  be  on  monday  it  will  cross  2500  also,rpower2,2024-12-15 11:18:00,We will see real movement not today its over as it bounce up to 2400 and fail to cross it may be on Monday it will cross 2500 also,-0.5423,Negative
Deepak Nitrite,we  may  see  4  to  5  percentage  minimum  rally  in  this  stock  positional  view  2700  to  3000  target,rpower2,2024-12-15 11:16:00,Those May C4 then 5 percent minimum rally in this stock positive view 2700 and 3000 targets,0.0,Neutral
Deepak Nitrite,This  is  just  the  beginning.  keep  holding  and  accumulating,Satvikgupta260389,2024-12-15 10:59:00,This was just cheating.  Keep holding and outsomulating,0.0,Neutral
Deepak Nitrite,Dont  be  in  rush  to  book  out  2024  onwards  chemical  sector  would  again  be  in  lime  light.  Deepak  nitrate  is  just  getting  started  i  wouldnt  rule  out  3500  in  next  12  to  15  months..,ronniesethna,2024-12-15 10:07:00,Dont be in rush to book out 2024 Onwards Chemical Sector Delhi Again Bein Be in Lime Light.  Deepak Nitrate is Just Getting Started I Today Rule Out 3500 in Next 12 to 15 months ..,0.0,Neutral
Deepak Nitrite,now  its  time  to  book  profit  ..  my  buying  price  was  1980  ..  exit  and  wait  for  some  time  .  every  one  get  chance  ..  now  I  start  accumulating  Paytm,MarketGuru1011,2024-12-15 10:04:00,Now its time to book Profit .. My Buying Price was 1980 .. Exit and wait for some time.  God,0.5994,Positive
Deepak Nitrite,Highly  undervalued...  havent  participated  in  smallcap  midcap  rally..  keep  accumulating,Satvikgupta260389,2024-12-14 12:35:00,Hilli Gunderwaluid ... Havet Participated in Smallcap Midcap Rally .. Keep Axupping,0.0,Neutral
Deepak Nitrite,Moving  some  money  from  Deepak  ntr  to  IRCTC,RK0079,2024-12-14 09:22:00,Moving Sama Money from Deepak Dantra to Irkatak,0.0,Neutral
Deepak Nitrite,Deepak  Nitrite  is  reversed  from  lower  levels  that  shows  strength  of  company  buy  from  here  for  tgt  2250...  2270...  2300,suhish,2024-12-12 15:30:00,Deepak Nitrarat This Revereced from Lower Levels,0.25,Positive
Deepak Nitrite,head  &  Shoulder  formed  in  1  year   movement  ayega,nikhil888,2024-12-11 07:33:00,Head & Shoulder Fourmed In 1 Year Movement will come,0.0,Neutral
Deepak Nitrite,getting  ready  for  hero  or  zero,amitalk,2024-12-10 15:20:00,Getting Ready for Hero and Zero,0.7269,Positive
Deepak Nitrite,"Deepak  Nitrite  is  good  buy  on  every  dip  ,buying  will  happen  in  last  half  hour  buy  for  tgt  2250...  2300",suhish,2024-12-08 14:53:00,"Deepak Nitrarat is good Buyon Evri Dip, Bing Will Happening in Last Half Half Buy For Torg 2250 ... 2300",0.4404,Positive
Deepak Nitrite,now  lenabank  how  is  your  opinion  about  my  opinion  about  deepakntr,ThefabulousPenguin,2024-12-08 13:39:00,Now Lenbank How is your opinion about my opinion about lamp,0.0,Neutral
Deepak Nitrite,see  CMP  for  my  opinion  not  bid  and  offer  price  ????????????????current  market  price  will  justify  my  opinion,ThefabulousPenguin,2024-12-08 12:08:00,Sea Cup for My Opinion Not Bad and Offer Price ????????????????,0.0,Neutral
Deepak Nitrite,BID  &  OFFER  fingures  fight  now  are  not  in  line  of  your  openion.,LENABANK,2024-12-08 10:39:00,Bid & Offer Fingers Fight Now Are Not in Line of Your Openian.,-0.3818,Negative
Deepak Nitrite,Plz  have  a  look  at  BID  &  OFFER  fingures  fight  now.,LENABANK,2024-12-08 10:38:00,Plz Havel Luke At Bid & Offer Fingers Fight Now.,-0.3182,Negative
Deepak Nitrite,"Agro  chemicals  is  again  in  focus,  Deepak  nitrite  is  at  lower  point  buy  from  here  for  tgt  2300  for  today",suhish,2024-12-06 14:06:00,"Agro Chemicals is Again in Focus, Deepak Nitrut is Lower Point Buy from here for 2300 for Today",-0.296,Negative
Deepak Nitrite,wapas  2200  jayega  dont  worry  stay  positive  always,ThefabulousPenguin,2024-12-06 11:25:00,Back will return 2200,-0.1326,Negative
Deepak Nitrite,Midcaps  and  large  caps  will  soon  begin  to  move,RK0079,2024-12-06 06:59:00,Midcaps and large caps will listen to begins to move,0.0,Neutral
Deepak Nitrite,why  ???????????????????????????,mittaab,2024-12-05 22:30:00,Why ??????????????????????????????,0.0,Neutral
Deepak Nitrite,very  nice  stop  loss  triggered.,ahuja.12,2024-12-05 18:21:00,Viri Nice Stop Los Trigard.,-0.238,Negative
Deepak Nitrite,Tomorrow  open  with  5%  above  2300,S_Rao,2024-12-05 15:40:00,Tumaro Open with 5% Aobe 2300,0.0,Neutral
Deepak Nitrite,"Deepak  ntr  below  2420  can  trigger  more  selling  pressure,  keep  selling  with  stop  loss  in  cash  market,",Latha.Broker,2024-12-05 11:30:00,"Deepak Dant Bilo 2420 Can Trigger More Saleing Pressure, Keep Selling with Stop Los in Cash Market,",-0.7165,Negative
Deepak Nitrite,"giving  up  gains  and  turning  weak,  may  close  at  low  point  -  My  target  for  Deepak  Nitrite  is  Rs  2100  for  the  intraday  with  a  stoploss  of  Rs  2240",mxlq,2024-12-05 10:50:00,"GIVING UP Gains and Turning Weak, May Close at low point - My Target for Deepak Nitrite is Rs 2100 for the intraday with a stoploss of Rs 2240",-0.0516,Negative
Deepak Nitrite,"Cash  market  sell  are  less  risky,  so  would  suggest  to  trade  in  cash  market  all  the  time.  keep  a  close  watch  for  downside.",Latha.Broker,2024-12-05 10:09:00,"Cash Market Sells Hey Less Riski, So Vouled Suggest to Trade in Cash Market All.  Kipra Close Watch for DownSide.",-0.3626,Negative
Deepak Nitrite,"Deepak  nitrate  is  a  sell  in  cash  market  with  strict  stop  loss,  dont  be  confused,  all  our  calls  are  in  strict  cash  market.",Latha.Broker,2024-12-05 09:50:00,"Deepak Nitrate is a Sell in Cash Market with Strict Stop Los, Dont Bay Confused, All Hour Calls are in Strike Kash Market.",-0.3691,Negative
Deepak Nitrite,selling  pressure  and  more  downside  to  be  seen  -  My  target  for  Deepak  Nitrite  is  Rs  2100  for  the  intraday  with  a  stoploss  of  Rs  2230,Latha.Broker,2024-12-05 09:39:00,Sailing Pressure and More DownSide to Bay Scene - My Target for Deepak Nitraut is 2100 for the Intrade with a Stoploss of Ras 2230,-0.5413,Negative
Deepak Nitrite,rupee  is  down  so  much  in  last  two  years  still  profits  are  falling  for  deepak  nitrite  doesnt  make  any  sense   should  have  increased  in  rupee  terms  but  not,ThefabulousPenguin,2024-12-04 13:34:00,Rupee is down so much in last two years still rights,0.296,Positive
Deepak Nitrite,????I  am  not  judging  how  big  failure  u  r  ....  parle  g  bhi  mehenga  hogaya  2  saal  mein  ye  share  parle  g  ko  bhi  beat  nhi  kar  pa  rha  hai,ThefabulousPenguin,2024-12-04 12:54:00,What,-0.4696,Negative
Deepak Nitrite,immediately  book  full  profit  and  exit  for  lower  tgt  is  below  2630rs,sach1969,2024-12-04 12:06:00,Imdiatally Book Full Profit and Exit for Lower This Bills 2630,0.1779,Positive
Deepak Nitrite,"Bulk  deals  by  Motilal  Oswal  -  typically  these  are  priced  at  5  to  6  percent  below  market  price.  

Cipla  too  did  bulk  deals  at  discount  in  May  and  now  Dec  -  share  has  shot  up  from  bulk  deal  price",MBagger1,2024-12-04 08:38:00,"Bulk deals by Motilal Oswal - Typically these are priced at 5 to 6 percent below market price.  

Cipla too did bulk deals at discount in may and now dec - share has shot up from bulk deal price",0.296,Positive
Deepak Nitrite,Who  purchase  this  institution  or  promotor,pp_traderr,2024-12-03 22:17:00,Hu Purchas This Institute and Promoter,0.0,Neutral
Deepak Nitrite,Today  Delivery  percentage  is  50.8,jayantijain78,2024-12-03 20:30:00,Today delivery percentage this 50.8,0.0,Neutral
Deepak Nitrite,"Deepak  Nitrite  shares  under  pressure,  down  over  5prcnt",kamal20,2024-12-03 17:39:00,"Deepak Nitrarat Shares Under Pressure, Down Over 5 Perknut",0.0,Neutral
Deepak Nitrite,deepak  changed  dealer   needs  300  cr  fund  .,bahubali2020,2024-12-03 17:21:00,Deepak Changed Dealer Needs 300 Tax Fund.,0.0,Neutral
Deepak Nitrite,I  think  profit  Booking,jayantijain78,2024-12-03 14:26:00,E think profit booking,0.4404,Positive
Deepak Nitrite,Fabulous..  You  are  confused  because  you  are  suffering  from  serious  delusion..  Dont  worry  your  problem  can  be  solved  just  with  an  appointment  with  a  psychiatrist...,meghma,2024-12-03 13:17:00,Fabulous .. you are confused if you are suffering from serial delusion .. Dont worry your problem can be solved just with an appointment with a psychiatrist ...,0.0165,Positive
Deepak Nitrite,GST  Related  some  news  I  think  ????,amitalk,2024-12-03 13:05:00,Gast Related Sama News E Think ????,0.0,Neutral
Deepak Nitrite,why  the  sudden  fall  today,rock5620,2024-12-03 13:02:00,Why were Suddin Fall Today,0.0,Neutral
Deepak Nitrite,and  I  am  confused  why  its  above  2000????????????????,ThefabulousPenguin,2024-12-01 15:06:00,And Sri Am Confused Whi Its Above 2000 ????????????????,-0.504,Negative
